abundance,growth_rate,reactions,metabolites,taxon,tradeoff,sample_id
0.004109844946758827,0.00028478173134679493,2629,1587,Collinsella,1.0,Cancer1
0.0028021670091537454,0.004210096821067081,1739,1384,Desulfovibrio,1.0,Cancer1
0.01475807958154306,0.00011071471258689845,2368,1614,Dorea,1.0,Cancer1
0.0016813002054922473,0.00048091176074556706,2570,1790,Enterococcus,1.0,Cancer1
0.0005604334018307491,0.0029287775453259337,2826,1639,Erysipelatoclostridium,1.0,Cancer1
0.014571268447599477,7.478482467858983e-05,1986,1472,Faecalibacterium,1.0,Cancer1
0.00037362226788716606,0.0031509491589547176,1127,971,Gemella,1.0,Cancer1
0.005604334018307491,1.061685852349254,1504,1246,Haemophilus,1.0,Cancer1
0.0033626004109844946,0.0003947793253580812,3174,1970,Lachnoclostridium,1.0,Cancer1
0.003923033812815244,0.00031589649058712515,1163,1052,Lachnospira,1.0,Cancer1
0.0018681113394358303,0.0005876367644797791,1703,1336,Listeria,1.0,Cancer1
0.00037362226788716606,0.0016652958717449592,955,913,Mogibacterium,1.0,Cancer1
0.0033626004109844946,0.6372316437614843,1329,1106,Neisseria,1.0,Cancer1
0.0076592564916869044,1.4506970638775971,2526,1594,Odoribacter,1.0,Cancer1
0.0110218569026714,0.15230759745934525,2870,1747,Parabacteroides,1.0,Cancer1
0.0037362226788716607,0.7079725808013743,1080,1019,Parasutterella,1.0,Cancer1
0.04950495049504951,1.6247894580059652e-05,1019,945,Phascolarctobacterium,1.0,Cancer1
0.0014944890715486642,0.2838806399882255,2184,1588,Pseudomonas,1.0,Cancer1
0.025406314216327292,4.343038560565066e-05,2357,1567,Roseburia,1.0,Cancer1
0.00429665608070241,0.0002847170149183496,2002,1482,Staphylococcus,1.0,Cancer1
0.012703157108163646,7.600001015955746e-05,2896,1822,Streptococcus,1.0,Cancer1
0.03512049318139361,2.6106052048037992e-05,1731,1301,Subdoligranulum,1.0,Cancer1
0.01232953484027648,0.0012580782204273063,1832,1405,Veillonella,1.0,Cancer1
0.0022417336073229962,0.2097706335303175,1867,1422,Acinetobacter,0.9,Cancer1
0.0020549224733794136,0.022738037679297045,2445,1643,Actinomyces,0.9,Cancer1
0.045395105548290675,4.414727391500757e-08,2274,1386,Akkermansia,0.9,Cancer1
0.048384083691388004,5.494955078521542,2650,1613,Alistipes,0.9,Cancer1
0.015505324117317393,9.509126671198785e-09,2034,1491,Anaerostipes,0.9,Cancer1
0.0007472445357743321,6.252377771152132e-08,1192,1035,Atopobium,0.9,Cancer1
0.0016813002054922473,3.2818920851744194e-10,2334,1654,Bacillus,0.9,Cancer1
0.5538950121427237,0.25622267462702647,3307,1887,Bacteroides,0.9,Cancer1
0.01475807958154306,1.0053158054401394,3108,1734,Bifidobacterium,0.9,Cancer1
0.0005604334018307491,1.519582765881639e-08,1386,1194,Bilophila,0.9,Cancer1
0.08630674388193536,8.238192609565109e-09,3108,1818,Blautia,0.9,Cancer1
0.005791145152251074,2.2668449683270835e-09,1915,1442,Butyricicoccus,0.9,Cancer1
0.0020549224733794136,0.2333619992210979,1322,1145,Butyricimonas,0.9,Cancer1
0.004109844946758827,4.358255586685056e-09,2629,1587,Collinsella,0.9,Cancer1
0.0028021670091537454,0.029397193854239095,1739,1384,Desulfovibrio,0.9,Cancer1
0.01475807958154306,2.3511192766971422e-08,2368,1614,Dorea,0.9,Cancer1
0.0016813002054922473,3.8841753842818395e-09,2570,1790,Enterococcus,0.9,Cancer1
0.0005604334018307491,3.833667553132742e-09,2826,1639,Erysipelatoclostridium,0.9,Cancer1
0.014571268447599477,5.118067042314253e-09,1986,1472,Faecalibacterium,0.9,Cancer1
0.00037362226788716606,1.9327878399117103e-09,1127,971,Gemella,0.9,Cancer1
0.005604334018307491,0.6364405511422385,1504,1246,Haemophilus,0.9,Cancer1
0.0033626004109844946,3.3164985023056256e-09,3174,1970,Lachnoclostridium,0.9,Cancer1
0.003923033812815244,1.7767170535933054e-09,1163,1052,Lachnospira,0.9,Cancer1
0.0018681113394358303,5.1670687667024704e-08,1703,1336,Listeria,0.9,Cancer1
0.00037362226788716606,7.224194844777033e-09,955,913,Mogibacterium,0.9,Cancer1
0.0033626004109844946,0.38187258231952054,1329,1106,Neisseria,0.9,Cancer1
0.0076592564916869044,0.8698037947467281,2526,1594,Odoribacter,0.9,Cancer1
0.0110218569026714,0.3874978975208086,2870,1747,Parabacteroides,0.9,Cancer1
0.0037362226788716607,0.42429286706353475,1080,1019,Parasutterella,0.9,Cancer1
0.04950495049504951,1.3714382124298745e-08,1019,945,Phascolarctobacterium,0.9,Cancer1
0.0014944890715486642,0.1697230717897296,2184,1588,Pseudomonas,0.9,Cancer1
0.025406314216327292,3.4160070025307317e-09,2357,1567,Roseburia,0.9,Cancer1
0.00429665608070241,3.7333661197664725e-10,2002,1482,Staphylococcus,0.9,Cancer1
0.012703157108163646,6.011304323539735e-09,2896,1822,Streptococcus,0.9,Cancer1
0.03512049318139361,2.825919587347325e-08,1731,1301,Subdoligranulum,0.9,Cancer1
0.01232953484027648,0.16127742542904455,1832,1405,Veillonella,0.9,Cancer1
0.0022417336073229962,0.059304152834961564,1867,1422,Acinetobacter,0.8,Cancer1
0.0020549224733794136,0.011171081232676898,2445,1643,Actinomyces,0.8,Cancer1
0.045395105548290675,5.706037437746869e-07,2274,1386,Akkermansia,0.8,Cancer1
0.048384083691388004,1.4772640674576212,2650,1613,Alistipes,0.8,Cancer1
0.015505324117317393,7.381800099001348e-06,2034,1491,Anaerostipes,0.8,Cancer1
0.0007472445357743321,0.0021713763389386,1192,1035,Atopobium,0.8,Cancer1
0.0016813002054922473,7.605116368930489e-05,2334,1654,Bacillus,0.8,Cancer1
0.5538950121427237,0.5645551615437696,3307,1887,Bacteroides,0.8,Cancer1
0.01475807958154306,0.27558099980615236,3108,1734,Bifidobacterium,0.8,Cancer1
0.0005604334018307491,0.0005343574087843879,1386,1194,Bilophila,0.8,Cancer1
0.08630674388193536,1.1653853585752621e-06,3108,1818,Blautia,0.8,Cancer1
0.005791145152251074,1.3729965388182762e-05,1915,1442,Butyricicoccus,0.8,Cancer1
0.0020549224733794136,0.06277442273019444,1322,1145,Butyricimonas,0.8,Cancer1
0.004109844946758827,4.86824631871401e-05,2629,1587,Collinsella,0.8,Cancer1
0.0028021670091537454,0.017384884079066017,1739,1384,Desulfovibrio,0.8,Cancer1
0.01475807958154306,6.904128409766963e-06,2368,1614,Dorea,0.8,Cancer1
0.0016813002054922473,8.915756540138211e-05,2570,1790,Enterococcus,0.8,Cancer1
0.0005604334018307491,0.0026758268455330087,2826,1639,Erysipelatoclostridium,0.8,Cancer1
0.014571268447599477,4.809895079213786e-06,1986,1472,Faecalibacterium,0.8,Cancer1
0.00037362226788716606,0.001953447962068773,1127,971,Gemella,0.8,Cancer1
0.005604334018307491,0.17111317957773386,1504,1246,Haemophilus,0.8,Cancer1
0.0033626004109844946,6.210252745689773e-05,3174,1970,Lachnoclostridium,0.8,Cancer1
0.003923033812815244,3.077796711582222e-05,1163,1052,Lachnospira,0.8,Cancer1
0.0018681113394358303,8.041834980154862e-05,1703,1336,Listeria,0.8,Cancer1
0.00037362226788716606,0.0018310277608052253,955,913,Mogibacterium,0.8,Cancer1
0.0033626004109844946,0.10267910900794992,1329,1106,Neisseria,0.8,Cancer1
0.0076592564916869044,0.23384504917061089,2526,1594,Odoribacter,0.8,Cancer1
0.0110218569026714,0.11102926345513764,2870,1747,Parabacteroides,0.8,Cancer1
0.0037362226788716607,0.11408400945419901,1080,1019,Parasutterella,0.8,Cancer1
0.04950495049504951,1.2824238633823145e-06,1019,945,Phascolarctobacterium,0.8,Cancer1
0.0014944890715486642,0.04634528708886276,2184,1588,Pseudomonas,0.8,Cancer1
0.025406314216327292,3.68666282575478e-06,2357,1567,Roseburia,0.8,Cancer1
0.00429665608070241,2.1219042212320914e-05,2002,1482,Staphylococcus,0.8,Cancer1
0.012703157108163646,5.84154918295619e-06,2896,1822,Streptococcus,0.8,Cancer1
0.03512049318139361,1.983971837862022e-06,1731,1301,Subdoligranulum,0.8,Cancer1
0.01232953484027648,0.053203369669993665,1832,1405,Veillonella,0.8,Cancer1
0.0022417336073229962,0.002405212004168878,1867,1422,Acinetobacter,0.7000000000000001,Cancer1
0.0020549224733794136,0.0022032138305800287,2445,1643,Actinomyces,0.7000000000000001,Cancer1
0.045395105548290675,0.04785026841945812,2274,1386,Akkermansia,0.7000000000000001,Cancer1
0.048384083691388004,0.05214264287866401,2650,1613,Alistipes,0.7000000000000001,Cancer1
0.015505324117317393,0.01648261592471198,2034,1491,Anaerostipes,0.7000000000000001,Cancer1
0.0007472445357743321,0.0008037464700230068,1192,1035,Atopobium,0.7000000000000001,Cancer1
0.0016813002054922473,0.0017950329814418757,2334,1654,Bacillus,0.7000000000000001,Cancer1
0.5538950121427237,0.5883977161056585,3307,1887,Bacteroides,0.7000000000000001,Cancer1
0.01475807958154306,0.0157628454018908,3108,1734,Bifidobacterium,0.7000000000000001,Cancer1
0.0005604334018307491,0.003770371169316508,1386,1194,Bilophila,0.7000000000000001,Cancer1
0.08630674388193536,0.09152161069655257,3108,1818,Blautia,0.7000000000000001,Cancer1
0.005791145152251074,0.007872727405168024,1915,1442,Butyricicoccus,0.7000000000000001,Cancer1
0.0020549224733794136,0.002207224209613869,1322,1145,Butyricimonas,0.7000000000000001,Cancer1
0.004109844946758827,0.004377843463427175,2629,1587,Collinsella,0.7000000000000001,Cancer1
0.0028021670091537454,0.0029932332892633803,1739,1384,Desulfovibrio,0.7000000000000001,Cancer1
0.01475807958154306,0.015684492891819512,2368,1614,Dorea,0.7000000000000001,Cancer1
0.0016813002054922473,0.0017975632737173759,2570,1790,Enterococcus,0.7000000000000001,Cancer1
0.0005604334018307491,0.0006027846978561831,2826,1639,Erysipelatoclostridium,0.7000000000000001,Cancer1
0.014571268447599477,0.015475622894231213,1986,1472,Faecalibacterium,0.7000000000000001,Cancer1
0.00037362226788716606,0.0004030114616067453,1127,971,Gemella,0.7000000000000001,Cancer1
0.005604334018307491,0.005993709312444492,1504,1246,Haemophilus,0.7000000000000001,Cancer1
0.0033626004109844946,0.0035920679500220103,3174,1970,Lachnoclostridium,0.7000000000000001,Cancer1
0.003923033812815244,0.0063207456525153595,1163,1052,Lachnospira,0.7000000000000001,Cancer1
0.0018681113394358303,0.00200453624478632,1703,1336,Listeria,0.7000000000000001,Cancer1
0.00037362226788716606,0.0050641742931499135,955,913,Mogibacterium,0.7000000000000001,Cancer1
0.0033626004109844946,0.0035982607756987668,1329,1106,Neisseria,0.7000000000000001,Cancer1
0.0076592564916869044,0.008201042897751613,2526,1594,Odoribacter,0.7000000000000001,Cancer1
0.0110218569026714,0.011752785828882941,2870,1747,Parabacteroides,0.7000000000000001,Cancer1
0.0037362226788716607,0.0076799176494273085,1080,1019,Parasutterella,0.7000000000000001,Cancer1
0.04950495049504951,0.05251890168389048,1019,945,Phascolarctobacterium,0.7000000000000001,Cancer1
0.0014944890715486642,0.0016047857412127874,2184,1588,Pseudomonas,0.7000000000000001,Cancer1
0.025406314216327292,0.026954390075258874,2357,1567,Roseburia,0.7000000000000001,Cancer1
0.00429665608070241,0.004567500146846833,2002,1482,Staphylococcus,0.7000000000000001,Cancer1
0.012703157108163646,0.013501368116456606,2896,1822,Streptococcus,0.7000000000000001,Cancer1
0.03512049318139361,0.037257181538246115,1731,1301,Subdoligranulum,0.7000000000000001,Cancer1
0.01232953484027648,0.013125853348686326,1832,1405,Veillonella,0.7000000000000001,Cancer1
0.0022417336073229962,0.0020430537129876958,1867,1422,Acinetobacter,0.6,Cancer1
0.0020549224733794136,0.0018716665380311805,2445,1643,Actinomyces,0.6,Cancer1
0.045395105548290675,0.042389629818817685,2274,1386,Akkermansia,0.6,Cancer1
0.048384083691388004,0.0440723046100863,2650,1613,Alistipes,0.6,Cancer1
0.015505324117317393,0.01411732237275524,2034,1491,Anaerostipes,0.6,Cancer1
0.0007472445357743321,0.0006811870185791551,1192,1035,Atopobium,0.6,Cancer1
0.0016813002054922473,0.001531309645284151,2334,1654,Bacillus,0.6,Cancer1
0.5538950121427237,0.5042309236949754,3307,1887,Bacteroides,0.6,Cancer1
0.01475807958154306,0.013438026271045308,3108,1734,Bifidobacterium,0.6,Cancer1
0.0005604334018307491,0.004552731409137857,1386,1194,Bilophila,0.6,Cancer1
0.08630674388193536,0.07856409012670848,3108,1818,Blautia,0.6,Cancer1
0.005791145152251074,0.007902581972115458,1915,1442,Butyricicoccus,0.6,Cancer1
0.0020549224733794136,0.0018730943873029623,1322,1145,Butyricimonas,0.6,Cancer1
0.004109844946758827,0.0037429884378048298,2629,1587,Collinsella,0.6,Cancer1
0.0028021670091537454,0.002554794515225772,1739,1384,Desulfovibrio,0.6,Cancer1
0.01475807958154306,0.013439179059319288,2368,1614,Dorea,0.6,Cancer1
0.0016813002054922473,0.0015337207804953605,2570,1790,Enterococcus,0.6,Cancer1
0.0005604334018307491,0.0005107566639697636,2826,1639,Erysipelatoclostridium,0.6,Cancer1
0.014571268447599477,0.013265533873932452,1986,1472,Faecalibacterium,0.6,Cancer1
0.00037362226788716606,0.0003405076771129041,1127,971,Gemella,0.6,Cancer1
0.005604334018307491,0.005105466401465197,1504,1246,Haemophilus,0.6,Cancer1
0.0033626004109844946,0.0030628050049839,3174,1970,Lachnoclostridium,0.6,Cancer1
0.003923033812815244,0.006733761254536697,1163,1052,Lachnospira,0.6,Cancer1
0.0018681113394358303,0.0017101532361557484,1703,1336,Listeria,0.6,Cancer1
0.00037362226788716606,0.005307655215421029,955,913,Mogibacterium,0.6,Cancer1
0.0033626004109844946,0.0030640915747544135,1329,1106,Neisseria,0.6,Cancer1
0.0076592564916869044,0.006976507166655909,2526,1594,Odoribacter,0.6,Cancer1
0.0110218569026714,0.010037798619998475,2870,1747,Parabacteroides,0.6,Cancer1
0.0037362226788716607,0.007927199037433242,1080,1019,Parasutterella,0.6,Cancer1
0.04950495049504951,0.04506604199279747,1019,945,Phascolarctobacterium,0.6,Cancer1
0.0014944890715486642,0.001361793238794684,2184,1588,Pseudomonas,0.6,Cancer1
0.025406314216327292,0.023128296265186928,2357,1567,Roseburia,0.6,Cancer1
0.00429665608070241,0.00391315480096193,2002,1482,Staphylococcus,0.6,Cancer1
0.012703157108163646,0.011565735337508936,2896,1822,Streptococcus,0.6,Cancer1
0.03512049318139361,0.03197448142948126,1731,1301,Subdoligranulum,0.6,Cancer1
0.01232953484027648,0.011225982056492285,1832,1405,Veillonella,0.6,Cancer1
0.0022417336073229962,0.001703150516080114,1867,1422,Acinetobacter,0.5,Cancer1
0.0020549224733794136,0.0015601124912563201,2445,1643,Actinomyces,0.5,Cancer1
0.045395105548290675,0.035942280879294464,2274,1386,Akkermansia,0.5,Cancer1
0.048384083691388004,0.036739283719376736,2650,1613,Alistipes,0.5,Cancer1
0.015505324117317393,0.011763940355993388,2034,1491,Anaerostipes,0.5,Cancer1
0.0007472445357743321,0.0005678566522870976,1192,1035,Atopobium,0.5,Cancer1
0.0016813002054922473,0.001276284037871962,2334,1654,Bacillus,0.5,Cancer1
0.5538950121427237,0.4201033437526513,3307,1887,Bacteroides,0.5,Cancer1
0.01475807958154306,0.011197159812120916,3108,1734,Bifidobacterium,0.5,Cancer1
0.0005604334018307491,0.004486212015486112,1386,1194,Bilophila,0.5,Cancer1
0.08630674388193536,0.06545266230046141,3108,1818,Blautia,0.5,Cancer1
0.005791145152251074,0.008356283680100577,1915,1442,Butyricicoccus,0.5,Cancer1
0.0020549224733794136,0.0015615722294662043,1322,1145,Butyricimonas,0.5,Cancer1
0.004109844946758827,0.003118992966442525,2629,1587,Collinsella,0.5,Cancer1
0.0028021670091537454,0.00212945652158367,1739,1384,Desulfovibrio,0.5,Cancer1
0.01475807958154306,0.011198641141389012,2368,1614,Dorea,0.5,Cancer1
0.0016813002054922473,0.0012786504502879947,2570,1790,Enterococcus,0.5,Cancer1
0.0005604334018307491,0.000425751460496691,2826,1639,Erysipelatoclostridium,0.5,Cancer1
0.014571268447599477,0.011053466373947248,1986,1472,Faecalibacterium,0.5,Cancer1
0.00037362226788716606,0.0002838329791701755,1127,971,Gemella,0.5,Cancer1
0.005604334018307491,0.0042556931011871885,1504,1246,Haemophilus,0.5,Cancer1
0.0033626004109844946,0.002552616648044533,3174,1970,Lachnoclostridium,0.5,Cancer1
0.003923033812815244,0.007630791911271172,1163,1052,Lachnospira,0.5,Cancer1
0.0018681113394358303,0.001426593749836639,1703,1336,Listeria,0.5,Cancer1
0.00037362226788716606,0.005317498167365694,955,913,Mogibacterium,0.5,Cancer1
0.0033626004109844946,0.002554321220381814,1329,1106,Neisseria,0.5,Cancer1
0.0076592564916869044,0.005814396877067558,2526,1594,Odoribacter,0.5,Cancer1
0.0110218569026714,0.00836459502132904,2870,1747,Parabacteroides,0.5,Cancer1
0.0037362226788716607,0.0077922209155838655,1080,1019,Parasutterella,0.5,Cancer1
0.04950495049504951,0.03754544169480406,1019,945,Phascolarctobacterium,0.5,Cancer1
0.0014944890715486642,0.0011352141665595269,2184,1588,Pseudomonas,0.5,Cancer1
0.025406314216327292,0.01927028152587422,2357,1567,Roseburia,0.5,Cancer1
0.00429665608070241,0.0032609959849706507,2002,1482,Staphylococcus,0.5,Cancer1
0.012703157108163646,0.009636474479738331,2896,1822,Streptococcus,0.5,Cancer1
0.03512049318139361,0.02664105184245965,1731,1301,Subdoligranulum,0.5,Cancer1
0.01232953484027648,0.009354394135944147,1832,1405,Veillonella,0.5,Cancer1
0.0022417336073229962,0.0013594531465644403,1867,1422,Acinetobacter,0.4,Cancer1
0.0020549224733794136,0.0012461653843623456,2445,1643,Actinomyces,0.4,Cancer1
0.045395105548290675,0.030636767118098093,2274,1386,Akkermansia,0.4,Cancer1
0.048384083691388004,0.029341530399183476,2650,1613,Alistipes,0.4,Cancer1
0.015505324117317393,0.009402884259343294,2034,1491,Anaerostipes,0.4,Cancer1
0.0007472445357743321,0.00045315105062683286,1192,1035,Atopobium,0.4,Cancer1
0.0016813002054922473,0.0010195898602187957,2334,1654,Bacillus,0.4,Cancer1
0.5538950121427237,0.3358982147953368,3307,1887,Bacteroides,0.4,Cancer1
0.01475807958154306,0.008949733210562257,3108,1734,Bifidobacterium,0.4,Cancer1
0.0005604334018307491,0.004835358168089224,1386,1194,Bilophila,0.4,Cancer1
0.08630674388193536,0.05233894611716028,3108,1818,Blautia,0.4,Cancer1
0.005791145152251074,0.007239424368343289,1915,1442,Butyricicoccus,0.4,Cancer1
0.0020549224733794136,0.0012461653844811757,1322,1145,Butyricimonas,0.4,Cancer1
0.004109844946758827,0.0024923307677997743,2629,1587,Collinsella,0.4,Cancer1
0.0028021670091537454,0.0016993164330486902,1739,1384,Desulfovibrio,0.4,Cancer1
0.01475807958154306,0.00894973321091249,2368,1614,Dorea,0.4,Cancer1
0.0016813002054922473,0.001019589860425294,2570,1790,Enterococcus,0.4,Cancer1
0.0005604334018307491,0.00033986328906181293,2826,1639,Erysipelatoclostridium,0.4,Cancer1
0.014571268447599477,0.008836445448486097,1986,1472,Faecalibacterium,0.4,Cancer1
0.00037362226788716606,0.00022657552802808053,1127,971,Gemella,0.4,Cancer1
0.005604334018307491,0.0033986328650139888,1504,1246,Haemophilus,0.4,Cancer1
0.0033626004109844946,0.0020391797192222654,3174,1970,Lachnoclostridium,0.4,Cancer1
0.003923033812815244,0.006993277326038378,1163,1052,Lachnospira,0.4,Cancer1
0.0018681113394358303,0.001132877623034624,1703,1336,Listeria,0.4,Cancer1
0.00037362226788716606,0.005336201419360933,955,913,Mogibacterium,0.4,Cancer1
0.0033626004109844946,0.002039179719302786,1329,1106,Neisseria,0.4,Cancer1
0.0076592564916869044,0.004644798248738497,2526,1594,Odoribacter,0.4,Cancer1
0.0110218569026714,0.006683977967582383,2870,1747,Parabacteroides,0.4,Cancer1
0.0037362226788716607,0.007551979593280992,1080,1019,Parasutterella,0.4,Cancer1
0.04950495049504951,0.03005102218366905,1019,945,Phascolarctobacterium,0.4,Cancer1
0.0014944890715486642,0.0009063020982251708,2184,1588,Pseudomonas,0.4,Cancer1
0.025406314216327292,0.015407135653501226,2357,1567,Roseburia,0.4,Cancer1
0.00429665608070241,0.002605618529888202,2002,1482,Staphylococcus,0.4,Cancer1
0.012703157108163646,0.007703567826919873,2896,1822,Streptococcus,0.4,Cancer1
0.03512049318139361,0.021500437614583937,1731,1301,Subdoligranulum,0.4,Cancer1
0.01232953484027648,0.007476992302520964,1832,1405,Veillonella,0.4,Cancer1
0.0022417336073229962,2.4122686930314335e-05,1867,1422,Acinetobacter,0.30000000000000004,Cancer1
0.0020549224733794136,1.4776072415637925e-06,2445,1643,Actinomyces,0.30000000000000004,Cancer1
0.045395105548290675,0.00013766253892424172,2274,1386,Akkermansia,0.30000000000000004,Cancer1
0.048384083691388004,5.6460790397987754e-05,2650,1613,Alistipes,0.30000000000000004,Cancer1
0.015505324117317393,2.985829961631436e-05,2034,1491,Anaerostipes,0.30000000000000004,Cancer1
0.0007472445357743321,9.815153503924295e-06,1192,1035,Atopobium,0.30000000000000004,Cancer1
0.0016813002054922473,2.054813224549457e-06,2334,1654,Bacillus,0.30000000000000004,Cancer1
0.5538950121427237,0.26684532009531153,3307,1887,Bacteroides,0.30000000000000004,Cancer1
0.01475807958154306,1.125558775719043e-06,3108,1734,Bifidobacterium,0.30000000000000004,Cancer1
0.0005604334018307491,0.0015833334708813917,1386,1194,Bilophila,0.30000000000000004,Cancer1
0.08630674388193536,2.572178758007074e-05,3108,1818,Blautia,0.30000000000000004,Cancer1
0.005791145152251074,6.922067944038141e-06,1915,1442,Butyricicoccus,0.30000000000000004,Cancer1
0.0020549224733794136,2.5860337009969905e-05,1322,1145,Butyricimonas,0.30000000000000004,Cancer1
0.004109844946758827,1.3803812874433177e-05,2629,1587,Collinsella,0.30000000000000004,Cancer1
0.0028021670091537454,5.750485318194168e-05,1739,1384,Desulfovibrio,0.30000000000000004,Cancer1
0.01475807958154306,7.353688760686101e-05,2368,1614,Dorea,0.30000000000000004,Cancer1
0.0016813002054922473,4.532384186579674e-05,2570,1790,Enterococcus,0.30000000000000004,Cancer1
0.0005604334018307491,2.9369025618927457e-06,2826,1639,Erysipelatoclostridium,0.30000000000000004,Cancer1
0.014571268447599477,1.617581893698831e-05,1986,1472,Faecalibacterium,0.30000000000000004,Cancer1
0.00037362226788716606,8.227032446859003e-07,1127,971,Gemella,0.30000000000000004,Cancer1
0.005604334018307491,1.822429367198627e-05,1504,1246,Haemophilus,0.30000000000000004,Cancer1
0.0033626004109844946,1.038864834311469e-05,3174,1970,Lachnoclostridium,0.30000000000000004,Cancer1
0.003923033812815244,5.3183943559141465e-06,1163,1052,Lachnospira,0.30000000000000004,Cancer1
0.0018681113394358303,0.00016281577611383132,1703,1336,Listeria,0.30000000000000004,Cancer1
0.00037362226788716606,0.004042432946781689,955,913,Mogibacterium,0.30000000000000004,Cancer1
0.0033626004109844946,2.587161178088117e-05,1329,1106,Neisseria,0.30000000000000004,Cancer1
0.0076592564916869044,2.590856886372124e-05,2526,1594,Odoribacter,0.30000000000000004,Cancer1
0.0110218569026714,3.7326656373330675e-05,2870,1747,Parabacteroides,0.30000000000000004,Cancer1
0.0037362226788716607,1.0528103511897667e-05,1080,1019,Parasutterella,0.30000000000000004,Cancer1
0.04950495049504951,4.2783675489005544e-05,1019,945,Phascolarctobacterium,0.30000000000000004,Cancer1
0.0014944890715486642,1.1007884050128373e-05,2184,1588,Pseudomonas,0.30000000000000004,Cancer1
0.025406314216327292,1.0776938324185366e-05,2357,1567,Roseburia,0.30000000000000004,Cancer1
0.00429665608070241,9.02835935210105e-07,2002,1482,Staphylococcus,0.30000000000000004,Cancer1
0.012703157108163646,1.9042771047401526e-05,2896,1822,Streptococcus,0.30000000000000004,Cancer1
0.03512049318139361,8.814684139958947e-05,1731,1301,Subdoligranulum,0.30000000000000004,Cancer1
0.01232953484027648,6.942980218899378e-07,1832,1405,Veillonella,0.30000000000000004,Cancer1
0.0022417336073229962,3.816219560632688e-10,1867,1422,Acinetobacter,0.2,Cancer1
0.0020549224733794136,2.948596019560202e-10,2445,1643,Actinomyces,0.2,Cancer1
0.045395105548290675,5.029050572547825e-10,2274,1386,Akkermansia,0.2,Cancer1
0.048384083691388004,2.186752502664355e-10,2650,1613,Alistipes,0.2,Cancer1
0.015505324117317393,1.1043226988827984e-10,2034,1491,Anaerostipes,0.2,Cancer1
0.0007472445357743321,5.755499514911663e-10,1192,1035,Atopobium,0.2,Cancer1
0.0016813002054922473,2.7282773177174226e-11,2334,1654,Bacillus,0.2,Cancer1
0.5538950121427237,0.17785362136052432,3307,1887,Bacteroides,0.2,Cancer1
0.01475807958154306,1.619454251935132e-11,3108,1734,Bifidobacterium,0.2,Cancer1
0.0005604334018307491,0.0014090064292930974,1386,1194,Bilophila,0.2,Cancer1
0.08630674388193536,9.55048895285521e-11,3108,1818,Blautia,0.2,Cancer1
0.005791145152251074,1.5067981994279226e-10,1915,1442,Butyricicoccus,0.2,Cancer1
0.0020549224733794136,9.149160595040477e-10,1322,1145,Butyricimonas,0.2,Cancer1
0.004109844946758827,1.5222320738372394e-11,2629,1587,Collinsella,0.2,Cancer1
0.0028021670091537454,1.1666296520233563e-10,1739,1384,Desulfovibrio,0.2,Cancer1
0.01475807958154306,2.650749708329055e-10,2368,1614,Dorea,0.2,Cancer1
0.0016813002054922473,7.48679132972024e-11,2570,1790,Enterococcus,0.2,Cancer1
0.0005604334018307491,9.113889668667553e-10,2826,1639,Erysipelatoclostridium,0.2,Cancer1
0.014571268447599477,5.848610884931973e-11,1986,1472,Faecalibacterium,0.2,Cancer1
0.00037362226788716606,4.548950657922432e-09,1127,971,Gemella,0.2,Cancer1
0.005604334018307491,3.0579867737222435e-10,1504,1246,Haemophilus,0.2,Cancer1
0.0033626004109844946,2.3001443097758267e-11,3174,1970,Lachnoclostridium,0.2,Cancer1
0.003923033812815244,3.441556532632789e-10,1163,1052,Lachnospira,0.2,Cancer1
0.0018681113394358303,6.507882948418974e-10,1703,1336,Listeria,0.2,Cancer1
0.00037362226788716606,0.004114230369756249,955,913,Mogibacterium,0.2,Cancer1
0.0033626004109844946,3.9633718505292666e-10,1329,1106,Neisseria,0.2,Cancer1
0.0076592564916869044,1.3252508353663967e-10,2526,1594,Odoribacter,0.2,Cancer1
0.0110218569026714,1.2362787253758362e-10,2870,1747,Parabacteroides,0.2,Cancer1
0.0037362226788716607,9.740807035247902e-09,1080,1019,Parasutterella,0.2,Cancer1
0.04950495049504951,1.5536261602742482e-10,1019,945,Phascolarctobacterium,0.2,Cancer1
0.0014944890715486642,7.229993119024817e-10,2184,1588,Pseudomonas,0.2,Cancer1
0.025406314216327292,3.794340465634233e-11,2357,1567,Roseburia,0.2,Cancer1
0.00429665608070241,9.541074428783274e-11,2002,1482,Staphylococcus,0.2,Cancer1
0.012703157108163646,5.457464241859028e-11,2896,1822,Streptococcus,0.2,Cancer1
0.03512049318139361,3.205800402533615e-10,1731,1301,Subdoligranulum,0.2,Cancer1
0.01232953484027648,3.0166188091140854e-11,1832,1405,Veillonella,0.2,Cancer1
0.0022417336073229962,3.280174691880427e-10,1867,1422,Acinetobacter,0.1,Cancer1
0.0020549224733794136,6.883915411679526e-11,2445,1643,Actinomyces,0.1,Cancer1
0.045395105548290675,9.967208754273518e-10,2274,1386,Akkermansia,0.1,Cancer1
0.048384083691388004,4.167271478971479e-10,2650,1613,Alistipes,0.1,Cancer1
0.015505324117317393,2.261738255222529e-10,2034,1491,Anaerostipes,0.1,Cancer1
0.0007472445357743321,1.5090253513352477e-10,1192,1035,Atopobium,0.1,Cancer1
0.0016813002054922473,2.894187292589652e-11,2334,1654,Bacillus,0.1,Cancer1
