id	organism	seedid	kingdom	phylum	class	order	family	genus	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	phenotype	imgid	ncbiid	platform	kbaseid	species	file	taxa_id
Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219	Bifidobacterium animalis lactis Bl-04, ATCC SD5219	Bifidobacterium animalis subsp. lactis Bl-04 (580050.3)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	487	956	755	Eugen Bauer	08/03/14	3.0	644736329.0	580050.0	Kbase		animalis	agora/Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219.xml	28025.0
Bifidobacterium_animalis_lactis_CNCM_I_2494	Bifidobacterium animalis lactis CNCM I-2494	Bifidobacterium animalis subsp. lactis CNCM I-2494 (1042403.4)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	486	1003	783	Eugen Bauer	08/03/14	4.0	651053004.0	1042403.0	Kbase		animalis	agora/Bifidobacterium_animalis_lactis_CNCM_I_2494.xml	28025.0
Bifidobacterium_animalis_lactis_DSM_10140	Bifidobacterium animalis lactis DSM 10140	Bifidobacterium animalis subsp. lactis DSM 10140 (555970.3)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	488	956	755	Eugen Bauer	08/03/14	1.0	644736330.0	302911.0	Kbase		animalis	agora/Bifidobacterium_animalis_lactis_DSM_10140.xml	28025.0
Bifidobacterium_animalis_lactis_V9	Bifidobacterium animalis lactis V9	Bifidobacterium animalis subsp. lactis V9 (573236.3)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	489	956	755	Eugen Bauer	08/03/14	1.0	646862309.0	573236.0	Kbase		animalis	agora/Bifidobacterium_animalis_lactis_V9.xml	28025.0
Bifidobacterium_bifidum_BGN4	Bifidobacterium bifidum BGN4	Bifidobacterium bifidum BGN4 (484020.3)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	505	1041	831	Eugen Bauer	08/03/14	3.0	2526164719.0	484020.0	Kbase		bifidum	agora/Bifidobacterium_bifidum_BGN4.xml	1681.0
Bifidobacterium_bifidum_NCIMB_41171	Bifidobacterium bifidum NCIMB 41171	Bifidobacterium bifidum NCIMB 41171 (398513.5)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	511	2050	1113	Ines Thiele	06/29/12	5.0	643886040.0	398513.0	Kbase		bifidum	agora/Bifidobacterium_bifidum_NCIMB_41171.xml	1681.0
Bifidobacterium_bifidum_PRL2010	Bifidobacterium bifidum PRL2010	Bifidobacterium bifidum PRL2010 (702459.3)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	508	1128	875	Eugen Bauer	08/03/14	1.0	649633015.0	702459.0	Kbase		bifidum	agora/Bifidobacterium_bifidum_PRL2010.xml	1681.0
Bifidobacterium_bifidum_S17	Bifidobacterium bifidum S17	Bifidobacterium bifidum S17 (883062.5)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	502	1040	836	Eugen Bauer	08/03/14	1.0	649633016.0	883062.0	Kbase		bifidum	agora/Bifidobacterium_bifidum_S17.xml	1681.0
Bifidobacterium_boum_DSM_20432	Bifidobacterium boum DSM 20432		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Facultative anaerobe, air+CO2	Saccharolytic, fermentative	Positive	Probiotic	516	1147	899	chenry	04/15/16			1410645.0	Kbase	kb|g.239935	boum	agora/Bifidobacterium_boum_DSM_20432.xml	78343.0
Bifidobacterium_breve_HPH0326	Bifidobacterium breve HPH0326	Bifidobacterium breve HPH0326 (1203540.3)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	608	1987	1212	Eugen Bauer	09/03/14	1.0	2541047014.0	1203540.0	Kbase		breve	agora/Bifidobacterium_breve_HPH0326.xml	1685.0
Bifidobacterium_breve_UCC2003_NCIMB8807	Bifidobacterium breve UCC2003 (NCIMB8807)	Bifidobacterium breve UCC2003 (326426.4)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	551	1144	869	Eugen Bauer	08/03/14	1.0	651053006.0	326426.0	Kbase		breve	agora/Bifidobacterium_breve_UCC2003_NCIMB8807.xml	1685.0
Bifidobacterium_catenulatum_DSM_16992	Bifidobacterium catenulatum DSM 16992	Bifidobacterium catenulatum DSM 16992 = JCM 1194 (566552.6)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	521	861	697	Ines Thiele	04/20/12	1.0	642979312.0	566552.0	Kbase		catenulatum	agora/Bifidobacterium_catenulatum_DSM_16992.xml	1686.0
Bifidobacterium_coryneforme_DSM_20216	Bifidobacterium coryneforme DSM 20216		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	467	1077	854	chenry	04/15/16		2597490194.0	1437599.0	Kbase	kb|g.244860	coryneforme	agora/Bifidobacterium_coryneforme_DSM_20216.xml	1687.0
Bifidobacterium_dentium_ATCC_27678	Bifidobacterium dentium ATCC 27678	Bifidobacterium dentium ATCC 27678 (473819.7)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	601	1060	844	Eugen Bauer	09/03/14	1.0	641736189.0	473819.0	Kbase		dentium	agora/Bifidobacterium_dentium_ATCC_27678.xml	1689.0
Bifidobacterium_gallicum_DSM_20093	Bifidobacterium gallicum DSM 20093	Bifidobacterium gallicum DSM 20093 (561180.4)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	477	1523	1002	Ines Thiele	08/06/12	1.0	2562617144.0	561180.0	Kbase		gallicum	agora/Bifidobacterium_gallicum_DSM_20093.xml	78342.0
Bifidobacterium_kashiwanohense_DSM_21854	Bifidobacterium kashiwanohense DSM 21854		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	559	1137	897	chenry	04/15/16		2597490256.0	1150460.0	Kbase	kb|g.239945	kashiwanohense	agora/Bifidobacterium_kashiwanohense_DSM_21854.xml	630129.0
Bifidobacterium_longum_DJO10A	Bifidobacterium longum DJO10A	Bifidobacterium longum DJO10A (Prj:321) (205913.11)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	528	1061	847	Eugen Bauer	09/03/14	1.0		205913.0	Kbase		longum	agora/Bifidobacterium_longum_DJO10A.xml	216816.0
Bifidobacterium_longum_E18	Bifidobacterium longum E18	Bifidobacterium longum subsp. infantis 157F (565040.3)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	560	2029	1292	Eugen Bauer	08/03/14	1.0	2528768018.0	1322347.0	Kbase		longum	agora/Bifidobacterium_longum_E18.xml	216816.0
Bifidobacterium_longum_infantis_157F_NC	Bifidobacterium longum infantis 157F-NC	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 (391904.8)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	519	903	740	Ines Thiele	06/25/12	1.0	649633017.0	565040.0	Kbase		longum	agora/Bifidobacterium_longum_infantis_157F_NC.xml	216816.0
Bifidobacterium_longum_infantis_ATCC_15697	Bifidobacterium longum infantis ATCC 15697		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	540	969	758	Ines Thiele	06/29/12	1.0		1682.0	Kbase		longum	agora/Bifidobacterium_longum_infantis_ATCC_15697.xml	216816.0
Bifidobacterium_longum_longum_ATCC_55813	Bifidobacterium longum longum ATCC 55813	Bifidobacterium longum subsp. infantis ATCC 55813 (548480.3)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	529	890	729	Eugen Bauer	08/03/14	1.0	643886140.0	548480.0	Kbase		longum	agora/Bifidobacterium_longum_longum_ATCC_55813.xml	216816.0
Bifidobacterium_longum_longum_BBMN68	Bifidobacterium longum longum BBMN68	Bifidobacterium longum subsp. longum BBMN68 (890402.3)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	534	1078	866	Ines Thiele	04/20/12	5.0	649633018.0	890402.0	Kbase		longum	agora/Bifidobacterium_longum_longum_BBMN68.xml	216816.0
Bifidobacterium_longum_longum_CCUG_52486	Bifidobacterium longum longum CCUG 52486	Bifidobacterium longum subsp. infantis CCUG 52486 (537937.5)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	533	1858	1148	Eugen Bauer	08/03/14	5.0	643886216.0	537937.0	Kbase		longum	agora/Bifidobacterium_longum_longum_CCUG_52486.xml	216816.0
Bifidobacterium_longum_longum_JCM_1217	Bifidobacterium longum longum JCM 1217	Bifidobacterium longum subsp. longum JCM 1217 (565042.3)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	554	2042	1276	Eugen Bauer	08/03/14	3.0	649633019.0	565042.0	Kbase		longum	agora/Bifidobacterium_longum_longum_JCM_1217.xml	216816.0
Bifidobacterium_longum_longum_JDM301	Bifidobacterium longum longum JDM301	Bifidobacterium longum subsp. longum JDM301 (759350.3)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	550	1093	872	Ines Thiele	06/25/12	1.0	646564512.0	759350.0	ModelSEED		longum	agora/Bifidobacterium_longum_longum_JDM301.xml	216816.0
Bifidobacterium_longum_NCC2705	Bifidobacterium longum NCC2705	Bifidobacterium longum NCC2705 (206672.9)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	514	884	737	Ines Thiele	06/29/12	1.0	637000031.0	206672.0	ModelSEED		longum	agora/Bifidobacterium_longum_NCC2705.xml	216816.0
Bifidobacterium_mongoliense_DSM_21395	Bifidobacterium mongoliense DSM 21395		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Facultative anaerobe	Saccharolytic, fermentative	Positive	Probiotic	552	1179	930	chenry	04/15/16		2597489915.0	1437603.0	ModelSEED	kb|g.239961	mongoliense	agora/Bifidobacterium_mongoliense_DSM_21395.xml	518643.0
Bifidobacterium_pseudocatenulatum_DSM_20438	Bifidobacterium pseudocatenulatum DSM 20438	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 (547043.8)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	539	885	729	Ines Thiele	04/20/12	1.0	2562617145.0	547043.0	ModelSEED		pseudocatenulatum	agora/Bifidobacterium_pseudocatenulatum_DSM_20438.xml	28026.0
Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099	Bifidobacterium pseudolongum subsp. Pseudolongum DSM 20099		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	469	1097	874	chenry	04/15/16			1437595.0	Kbase	kb|g.239965	pseudolongum	agora/Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099.xml	1694.0
Bifidobacterium_ruminantium_DSM_6489	Bifidobacterium ruminantium DSM 6489		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	527	1117	895	chenry	04/15/16			1410647.0	Kbase	kb|g.239970	ruminantium	agora/Bifidobacterium_ruminantium_DSM_6489.xml	78346.0
Bifidobacterium_scardovii_JCM_12489	Bifidobacterium scardovii JCM 12489 = DSM 13734		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Facultative anaerobe	Saccharolytic, fermentative	Positive	Probiotic	667	1207	942	chenry	04/15/16		2597490265.0	1150461.0	ModelSEED	kb|g.239975	scardovii	agora/Bifidobacterium_scardovii_JCM_12489.xml	158787.0
Bifidobacterium_stercoris_DSM_24849	Bifidobacterium stercoris DSM 24849		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	525	1064	860	chenry	04/15/16		2597490242.0	1437612.0	ModelSEED	kb|g.239977	stercoris	agora/Bifidobacterium_stercoris_DSM_24849.xml	1680.0
Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837	Bifidobacterium thermacidophilum subsp. thermacidophilum DSM 15837		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	529	1131	894	chenry	04/15/16		2600254984.0	1121111.0	ModelSEED	kb|g.239981	thermacidophilum	agora/Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837.xml	246618.0
Bifidobacterium_thermophilum_RBL67	Bifidobacterium thermophilum RBL67	Bifidobacterium thermophilum RBL67 (1254439.12)	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	584	1194	912	chenry	04/15/16		2545824622.0	1254439.0	ModelSEED	kb|g.31452	thermophilum	agora/Bifidobacterium_thermophilum_RBL67.xml	33905.0
Bilophila_wadsworthia_3_1_6	Bilophila wadsworthia 3_1_6	Bilophila wadsworthia 3_1_6 (563192.3)	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Obligate anaerobe	Only anaerobic respiration, nonfermentative, asaccharolytic	Negative	Commensal	819	1386	1081	Ines Thiele	06/29/12	1.0	2562617176.0	563192.0	ModelSEED		wadsworthia	agora/Bilophila_wadsworthia_3_1_6.xml	35833.0
Blastococcus_massiliensis_AP3	Blastococcus massiliensis AP3		Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Blastococcus	Aerobe	Uncharacterized	Positive	Uncharacterized	805	1324	1048	chenry	04/15/16		2600255077.0	1211815.0	ModelSEED	kb|g.208017	massiliensis	agora/Blastococcus_massiliensis_AP3.xml	1470358.0
Blautia_hansenii_VPI_C7_24_DSM_20583	Blautia hansenii VPI C7-24, DSM 20583	Blautia hansenii DSM 20583 (537007.6)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Obligate anaerobe	Saccharolytic, fermentative, hydrogen used as energy source	Positive	Commensal	633	2055	1191	Ines Thiele	04/20/12	1.0	2562617096.0	537007.0	ModelSEED		hansenii	agora/Blautia_hansenii_VPI_C7_24_DSM_20583.xml	1322.0
Blautia_hydrogenotrophica_DSM_10507	Blautia hydrogenotrophica DSM 10507	Blautia hydrogenotrophica DSM 10507 (476272.5)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Obligate anaerobe	Saccharolytic, fermentative, hydrogen used as energy source	Positive	Commensal	827	1637	1177	Ines Thiele	08/06/12	1.0	643886199.0	476272.0	ModelSEED		hydrogenotrophica	agora/Blautia_hydrogenotrophica_DSM_10507.xml	53443.0
Blautia_obeum_ATCC_29174	Blautia obeum ATCC 29174		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Obligate anaerobe	Saccharolytic, fermentative	Positive		748	1225	968	Laura Kutt	04/18/16			411459.0	ModelSEED	kb|g.1354	obeum	agora/Blautia_obeum_ATCC_29174.xml	40520.0
Blautia_producta_DSM_2950	Blautia producta DSM 2950		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Obligate anaerobe	Saccharolytic, fermentative, hydrogen used as energy source	Positive	Commensal	1023	1235	966	chenry	09/10/14			1121114.0	ModelSEED	kb|g.29565	producta	agora/Blautia_producta_DSM_2950.xml	33035.0
Blautia_wexlerae_DSM_19850	Blautia wexlerae DSM 19850		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Obligate anaerobe	Saccharolytic, fermentative	Positive		855	1249	1006	Laura Kutt	04/18/16			1121115.0	Kbase	kb|g.207068	wexlerae	agora/Blautia_wexlerae_DSM_19850.xml	418240.0
Bordetella_hinzii_OH87_BAL007II	Bordetella hinzii OH87 BAL007II		Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Bradyrhizobiaceae	Bordetella	Aerobe	Respiratory	Negative		1236	1557	1157	Laura Kutt	04/18/16			1331262.0	Kbase	kb|g.240068	hinzii	agora/Bordetella_hinzii_OH87_BAL007II.xml	103855.0
Brachybacterium_paraconglomeratum_LC44	Brachybacterium paraconglomeratum LC44	Brachybacterium paraconglomeratum LC44 (1064537.3)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermabacteraceae	Brachybacterium	Aerobe, microaerophile	Saccharolytic	Positive	Commensal	909	1413	1061	chenry	04/15/16		2548876523.0	1064537.0	ModelSEED	kb|g.23654	paraconglomeratum	agora/Brachybacterium_paraconglomeratum_LC44.xml	173362.0
Brachyspira_pilosicoli_B2904	Brachyspira pilosicoli B2904	Brachyspira pilosicoli B2904 (1133568.3)	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Brachyspira	Obligate anaerobe	Saccharolytic	Negative		725	1195	949	Laura Kutt	04/19/16		2519103103.0	1133568.0	ModelSEED	kb|g.24488	pilosicoli	agora/Brachyspira_pilosicoli_B2904.xml	52584.0
Bradyrhizobium_elkanii_USDA_76	Bradyrhizobium elkanii USDA 76	Bradyrhizobium elkanii USDA 76 (398525.3)	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Obligate aerobe	Respiratory	Negative		1738	1621	1229	Laura Kutt	04/18/16			398525.0	Kbase	kb|g.32186	elkanii	agora/Bradyrhizobium_elkanii_USDA_76.xml	29448.0
Bradyrhizobium_japonicum_USDA_6	Bradyrhizobium japonicum USDA 6	Bradyrhizobium japonicum USDA 6 (1037409.3)	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Bradyrhizobium	Obligate aerobe	Respiratory	Negative		1700	1634	1220					1037409.0	Kbase	kb|g.23376	japonicum	agora/Bradyrhizobium_japonicum_USDA_6.xml	375.0
Brevibacillus_agri_5_2	Brevibacillus agri 5-2		Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Aerobe	Saccharolytic	Variable		1207	1615	1179	Laura Kutt	04/18/16		2576861008.0	1444307.0	ModelSEED	kb|g.240096	agri	agora/Brevibacillus_agri_5_2.xml	51101.0
Brevibacillus_agri_BAB_2500	Brevibacillus agri BAB-2500	Brevibacillus agri BAB-2500 (1246477.3)	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Aerobe	Saccharolytic	Variable		1256	1579	1153	Laura Kutt	05/29/16		2524023183.0	1246477.0	ModelSEED	kb|g.25856	agri	agora/Brevibacillus_agri_BAB_2500.xml	51101.0
Brevibacillus_borstelensis_AK1	Brevibacillus borstelensis AK1	Brevibacillus borstelensis AK1 (1300222.3)	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Aerobe	Saccharolytic	Variable		1193	1540	1139	Laura Kutt	04/18/16		2545824688.0	1300222.0	ModelSEED	kb|g.31926	borstelensis	agora/Brevibacillus_borstelensis_AK1.xml	45462.0
Brevibacillus_brevis_NBRC_100599	Brevibacillus brevis NBRC 100599	Brevibacillus brevis NBRC 100599 (358681.3)	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Aerobe	Saccharolytic	Variable		1210	1603	1163	Laura Kutt	04/18/16		643692011.0	358681.0	ModelSEED	kb|g.1051	brevis	agora/Brevibacillus_brevis_NBRC_100599.xml	1393.0
Brevibacterium_casei_S18	Brevibacterium casei S18	Brevibacterium casei S18 (1229781.4)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Aerobe	Respiratory, non fermentative	Positive	Pathogen	920	1434	1091	chenry	04/15/16			1229781.0	ModelSEED	kb|g.25726	casei	agora/Brevibacterium_casei_S18.xml	33889.0
Brevibacterium_linens_BL2	Brevibacterium linens BL2	Brevibacterium linens BL2 (321955.3)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Aerobe	Respiratory, non fermentative	Positive	Opportunistic pathogen	976	1373	1068	chenry	04/15/16		638341022.0	321955.0	ModelSEED	kb|g.878	linens	agora/Brevibacterium_linens_BL2.xml	1703.0
Brevibacterium_massiliense_5401308	Brevibacterium massiliense 5401308	Brevibacterium massiliense 5401308 (1176165.3)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Aerobe	Respiratory, non fermentative	Positive	Commensal	687	1232	982	chenry	04/15/16		2548877016.0	1176165.0	ModelSEED	kb|g.25151	massiliense	agora/Brevibacterium_massiliense_5401308.xml	479117.0
Brevundimonas_bacteroides_DSM_4726	Brevundimonas bacteroides DSM 4726		Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Aerobe	Respiratory	Negative		679	1286	1011	Laura Kutt	04/18/16			1121124.0	ModelSEED	kb|g.240103	bacteroides	agora/Brevundimonas_bacteroides_DSM_4726.xml	74311.0
Brevundimonas_diminuta_470_4	Brevundimonas diminuta 470-4	Brevundimonas diminuta 470-4 (1035191.3)	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Obligate anaerobe	Respiratory	Negative		754	1308	980	Laura Kutt	04/18/16		2531839707.0	1035191.0	Kbase	kb|g.29103	diminuta	agora/Brevundimonas_diminuta_470_4.xml	293.0
Brochothrix_thermosphacta_DSM_20171	Brochothrix thermosphacta DSM 20171 = FSL F6-1036		Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Brochotrix	Facultative anaerobe	Saccharolytic, fermentative	Positive		750	1361	999	Laura Kutt	04/18/16			1121126.0	Kbase	kb|g.240107	thermosphacta	agora/Brochothrix_thermosphacta_DSM_20171.xml	
Bulleidia_extructa_W1219	Bulleidia extructa W1219	Bulleidia extructa W1219 (679192.3)	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Obligate anaerobe	Saccharolytic, fermentative	Positive		367	934	742	Laura Kutt	04/18/16		647000218.0	679192.0	ModelSEED	kb|g.2936	extructa	agora/Bulleidia_extructa_W1219.xml	118748.0
Burkholderia_cepacia_GG4	Burkholderia cepacia GG4	Burkholderia cepacia GG4 (1009846.3)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Microaerophile	Non-fermentative, asaccharolytic	Negative		1547	1785	1260	Laura Kutt	04/18/16		2521172695.0	1009846.0	ModelSEED	kb|g.23290	cepacia	agora/Burkholderia_cepacia_GG4.xml	292.0
Burkholderiales_bacterium_1_1_47	Burkholderiales bacterium 1_1_47	Burkholderiales bacterium 1_1_47 (469610.4)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified Burkholderiales	unclassified Burkholderiales	Nanaerobe	Uncharacterized	Uncharacterized	Uncharacterized	577	951	797	Ines Thiele	06/29/12	1.0	648861006.0	469610.0	Kbase			agora/Burkholderiales_bacterium_1_1_47.xml	119065.0
Butyricicoccus_pullicaecorum_1_2	Butyricicoccus pullicaecorum 1.2	Butyricicoccus pullicaecorum 1.2 (1203606.4)	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic potential	768	1915	1312	Laura Kutt	04/18/16		2537561731.0	1203606.0	Kbase	kb|g.31101	pullicaecorum	agora/Butyricicoccus_pullicaecorum_1_2.xml	501571.0
Butyricimonas_synergistica_DSM_23225	Butyricimonas synergistica DSM 23225	Butyricimonas synergistica DSM 23225 (1121129.3)	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	680	1187	993	chenry	04/15/16			1121129.0	Kbase	kb|g.29568	synergistica	agora/Butyricimonas_synergistica_DSM_23225.xml	544644.0
Butyricimonas_virosa_DSM_23226	Butyricimonas virosa DSM 23226		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas	Obligate anaerobe	Saccharolytic, fermentative	Negative		622	1221	975	chenry	04/15/16			1121130.0	Kbase	kb|g.207074	virosa	agora/Butyricimonas_virosa_DSM_23226.xml	544645.0
Butyrivibrio_crossotus_DSM_2876	Butyrivibrio crossotus DSM 2876	Butyrivibrio crossotus DSM 2876 (511680.4)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Obligate anaerobe	Saccharolytic, fermentative	Structurally positive but stains negative	Commensal	530	886	775	Ines Thiele	04/20/12	1.0	645951834.0	511680.0	Kbase		crossotus	agora/Butyrivibrio_crossotus_DSM_2876.xml	45851.0
